section,category,description,date,metric,value
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-14,Confirmed COVID-19,888
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-14,COVID-19 Persons Under Investigation,331
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-14,Total COVID-19 Patients,1219
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-14,Percent Confirmed COVID-19,0.73
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-14,Percent COVID-19 Persons Under Investigation,0.27
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-15,Confirmed COVID-19,878
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-15,COVID-19 Persons Under Investigation,307
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-15,Total COVID-19 Patients,1185
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-15,Percent Confirmed COVID-19,0.74
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-15,Percent COVID-19 Persons Under Investigation,0.26
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-16,Confirmed COVID-19,859
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-16,COVID-19 Persons Under Investigation,336
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-16,Total COVID-19 Patients,1195
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-16,Percent Confirmed COVID-19,0.72
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-16,Percent COVID-19 Persons Under Investigation,0.28
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-17,Confirmed COVID-19,858
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-17,COVID-19 Persons Under Investigation,359
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-17,Total COVID-19 Patients,1217
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-17,Percent Confirmed COVID-19,0.71
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-17,Percent COVID-19 Persons Under Investigation,0.29
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-18,Confirmed COVID-19,843
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-18,COVID-19 Persons Under Investigation,267
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-18,Total COVID-19 Patients,1110
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-18,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-18,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-19,Confirmed COVID-19,874
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-19,COVID-19 Persons Under Investigation,222
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-19,Total COVID-19 Patients,1096
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-19,Percent Confirmed COVID-19,0.8
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-19,Percent COVID-19 Persons Under Investigation,0.2
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-20,Confirmed COVID-19,861
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-20,COVID-19 Persons Under Investigation,223
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-20,Total COVID-19 Patients,1084
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-20,Percent Confirmed COVID-19,0.79
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-20,Percent COVID-19 Persons Under Investigation,0.21
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-21,Confirmed COVID-19,851
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-21,COVID-19 Persons Under Investigation,238
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-21,Total COVID-19 Patients,1089
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-21,Percent Confirmed COVID-19,0.78
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-21,Percent COVID-19 Persons Under Investigation,0.22
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-22,Confirmed COVID-19,859
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-22,COVID-19 Persons Under Investigation,218
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-22,Total COVID-19 Patients,1077
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-22,Percent Confirmed COVID-19,0.8
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-22,Percent COVID-19 Persons Under Investigation,0.2
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-23,Confirmed COVID-19,873
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-23,COVID-19 Persons Under Investigation,211
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-23,Total COVID-19 Patients,1084
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-23,Percent Confirmed COVID-19,0.81
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-23,Percent COVID-19 Persons Under Investigation,0.19
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-24,Confirmed COVID-19,866
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-24,COVID-19 Persons Under Investigation,218
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-24,Total COVID-19 Patients,1084
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-24,Percent Confirmed COVID-19,0.8
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-24,Percent COVID-19 Persons Under Investigation,0.2
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-25,Confirmed COVID-19,834
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-25,COVID-19 Persons Under Investigation,212
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-25,Total COVID-19 Patients,1046
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-25,Percent Confirmed COVID-19,0.8
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-25,Percent COVID-19 Persons Under Investigation,0.2
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-26,Confirmed COVID-19,812
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-26,COVID-19 Persons Under Investigation,195
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-26,Total COVID-19 Patients,1007
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-26,Percent Confirmed COVID-19,0.81
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-26,Percent COVID-19 Persons Under Investigation,0.19
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-27,Confirmed COVID-19,776
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-27,COVID-19 Persons Under Investigation,176
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-27,Total COVID-19 Patients,952
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-27,Percent Confirmed COVID-19,0.82
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-27,Percent COVID-19 Persons Under Investigation,0.18
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-28,Confirmed COVID-19,784
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-28,COVID-19 Persons Under Investigation,210
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-28,Total COVID-19 Patients,994
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-28,Percent Confirmed COVID-19,0.79
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-28,Percent COVID-19 Persons Under Investigation,0.21
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-29,Confirmed COVID-19,782
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-29,COVID-19 Persons Under Investigation,182
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-29,Total COVID-19 Patients,964
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-29,Percent Confirmed COVID-19,0.81
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-29,Percent COVID-19 Persons Under Investigation,0.19
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-30,Confirmed COVID-19,756
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-30,COVID-19 Persons Under Investigation,210
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-30,Total COVID-19 Patients,966
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-30,Percent Confirmed COVID-19,0.78
Hospital Data,Hospital Level,Currently Hospitalized,2020-04-30,Percent COVID-19 Persons Under Investigation,0.22
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-01,Confirmed COVID-19,737
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-01,COVID-19 Persons Under Investigation,222
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-01,Total COVID-19 Patients,959
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-01,Percent Confirmed COVID-19,0.77
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-01,Percent COVID-19 Persons Under Investigation,0.23
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-02,Confirmed COVID-19,737
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-02,COVID-19 Persons Under Investigation,194
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-02,Total COVID-19 Patients,931
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-02,Percent Confirmed COVID-19,0.79
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-02,Percent COVID-19 Persons Under Investigation,0.21
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-03,Confirmed COVID-19,722
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-03,COVID-19 Persons Under Investigation,161
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-03,Total COVID-19 Patients,883
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-03,Percent Confirmed COVID-19,0.82
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-03,Percent COVID-19 Persons Under Investigation,0.18
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-04,Confirmed COVID-19,689
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-04,COVID-19 Persons Under Investigation,145
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-04,Total COVID-19 Patients,834
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-04,Percent Confirmed COVID-19,0.83
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-04,Percent COVID-19 Persons Under Investigation,0.17
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-05,Confirmed COVID-19,650
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-05,COVID-19 Persons Under Investigation,142
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-05,Total COVID-19 Patients,792
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-05,Percent Confirmed COVID-19,0.82
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-05,Percent COVID-19 Persons Under Investigation,0.18
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-06,Confirmed COVID-19,636
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-06,COVID-19 Persons Under Investigation,154
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-06,Total COVID-19 Patients,790
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-06,Percent Confirmed COVID-19,0.81
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-06,Percent COVID-19 Persons Under Investigation,0.19
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-07,Confirmed COVID-19,628
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-07,COVID-19 Persons Under Investigation,170
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-07,Total COVID-19 Patients,798
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-07,Percent Confirmed COVID-19,0.79
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-07,Percent COVID-19 Persons Under Investigation,0.21
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-08,Confirmed COVID-19,610
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-08,COVID-19 Persons Under Investigation,211
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-08,Total COVID-19 Patients,821
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-08,Percent Confirmed COVID-19,0.74
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-08,Percent COVID-19 Persons Under Investigation,0.26
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-09,Confirmed COVID-19,586
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-09,COVID-19 Persons Under Investigation,204
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-09,Total COVID-19 Patients,790
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-09,Percent Confirmed COVID-19,0.74
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-09,Percent COVID-19 Persons Under Investigation,0.26
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-10,Confirmed COVID-19,573
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-10,COVID-19 Persons Under Investigation,184
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-10,Total COVID-19 Patients,757
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-10,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-10,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-11,Confirmed COVID-19,557
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-11,COVID-19 Persons Under Investigation,189
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-11,Total COVID-19 Patients,746
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-11,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-11,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,Confirmed COVID-19,563
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,COVID-19 Persons Under Investigation,175
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,Total COVID-19 Patients,738
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Confirmed COVID-19,522
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,COVID-19 Persons Under Investigation,166
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Total COVID-19 Patients,688
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Confirmed COVID-19,514
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,COVID-19 Persons Under Investigation,171
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Total COVID-19 Patients,685
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Confirmed COVID-19,497
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,COVID-19 Persons Under Investigation,189
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Total COVID-19 Patients,686
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Percent Confirmed COVID-19,0.72
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Percent COVID-19 Persons Under Investigation,0.28
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Confirmed COVID-19,517
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,COVID-19 Persons Under Investigation,154
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Total COVID-19 Patients,671
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Percent Confirmed COVID-19,0.77
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Percent COVID-19 Persons Under Investigation,0.23
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,Confirmed COVID-19,486
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,COVID-19 Persons Under Investigation,164
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,Total COVID-19 Patients,650
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,Percent Confirmed COVID-19,0.75
